Year,Team,Coach,Gender,Wins,Losses,Ties
2019,WashU,"Shively, Brad",Men,,,
2019,WashU,"Shively, Brad",Women,,,
2019,San Diego State,"Shrader, Mike",Women,,,
2019,Towson,"Shrum, Jake",Men,,,
2019,Towson,"Shrum, Jake",Women,,,
2019,Truman State,"Simek, Jerod",Men,,,
2019,Truman State,"Simek, Jerod",Women,,,
2019,Villanova,"Simpson, Rick",Men,,,
2019,Villanova,"Simpson, Rick",Women,,,
2019,Southern Methodist,"Sinnott, Eddie",Men,,,
2019,La Verne,"Skehan, Patricia",Men,,,
2019,La Verne,"Skehan, Patricia",Women,,,
2019,Cumberlands,"Skelly, Eric",Men,,,
2019,Cumberlands,"Skelly, Eric",Women,,,
2019,Emory & Henry,"Skinner, Cody",Men,,,
2019,Emory & Henry,"Skinner, Cody",Women,,,
2019,Adelphi,"Smith, Bobby",Men,,,
2019,Adelphi,"Smith, Bobby",Women,,,
2019,Binghamton,"Smith, Brad",Men,,,
2019,Binghamton,"Smith, Brad",Women,,,
2019,Stony Brook,"Smith, Kerry",Women,,,
2019,Juniata,"Smith, Nathan",Men,,,
2019,Juniata,"Smith, Nathan",Women,,,
2019,Westminster,"Smith, Pat",Men,,,
2019,Westminster,"Smith, Pat",Women,,,
2019,Roberts Wesleyan,"Smith, Sara",Men,,,
2019,Roberts Wesleyan,"Smith, Sara",Women,,,
2019,Boston University,"Smyth, Bill",Men,,,
2019,Boston University,"Smyth, Bill",Women,,,
2019,Fairmont State,"Snively, Patrick",Men,,,
2019,Fairmont State,"Snively, Patrick",Women,,,
2019,Wesleyan,"Solomon, Peter",Men,0,14,
2019,Wesleyan,"Solomon, Peter",Women,4,6,
2019,Iowa State,"Sorenson, Duane",Women,,,
2019,Hiram,"Sorrick, Matt",Men,,,
2019,Hiram,"Sorrick, Matt",Women,,,
2019,Idaho,"Sowa, Mark",Women,,,
2019,Sacred Heart,"Spadafina, John",Women,,,
2019,Pepperdine,"Spahn, Joseph",Women,,,
2019,Gordon College,"St. Martin, Nicole",Men,,,
2019,Gordon College,"St. Martin, Nicole",Women,,,
2019,Tulane,"Stancil, Leah",Women,,,
2019,Widener,"Steimer, Katy",Men,,,
2019,Widener,"Steimer, Katy",Women,,,
2019,Boston College,"Stephens, Mike",Men,,,
2019,Boston College,"Stephens, Mike",Women,,,
2019,Salisbury,"Stephenson, Jill",Men,,,
2019,Salisbury,"Stephenson, Jill",Women,,,
2019,Butler,"Stewart, Maurice",Men,,,
2019,Butler,"Stewart, Maurice",Women,,,
2019,Albion,"Stone, Nick",Men,,,
2019,Albion,"Stone, Nick",Women,,,
2019,Saint Joseph (CT),"Straker, Brenda",Men,,,
2019,Saint Joseph (CT),"Straker, Brenda",Women,,,
2019,Laney,"Stretch, Sarah",Men,,,
2019,Laney,"Stretch, Sarah",Women,,,
2019,Alfred,"Striker, Brian",Men,,,
2019,Alfred,"Striker, Brian",Women,,,
2019,Florida State,"Studd, Neal",Men,,,
2019,Florida State,"Studd, Neal",Women,,,
2019,Stevenson,"Stuhltrager, John",Men,,,
2019,Stevenson,"Stuhltrager, John",Women,,,
2019,Wisconsin,"Sugiyama, Yuri",Men,4,3,
2019,Wisconsin,"Sugiyama, Yuri",Women,5,2,
2019,Willamette,"Summers, Brent",Men,,,
2019,Willamette,"Summers, Brent",Women,,,
2019,Gannon,"Suroviec, Darren",Men,,,
2019,Gannon,"Suroviec, Darren",Women,,,
2019,Rhode Island College,"Sutherland, Ron",Men,,,
2019,Rhode Island College,"Sutherland, Ron",Women,,,
2019,Regis,"Sweeney, James",Men,,,
2019,Regis,"Sweeney, James",Women,,,
2019,Plymouth State,"Switzer, Alan",Men,,,
2019,Plymouth State,"Switzer, Alan",Women,,,
2019,Illinois College,"Sykes, Christopher",Men,,,
2019,Illinois College,"Sykes, Christopher",Women,,,
2019,William Jewell,"Szuba, Dan",Men,,,
2019,William Jewell,"Szuba, Dan",Women,,,
2019,Springfield,"Taffe, John",Men,,,
2019,Springfield,"Taffe, John",Women,,,
2019,Lake Forest,"Tashlitsky, Vadim",Men,,,
2019,Lake Forest,"Tashlitsky, Vadim",Women,,,
2019,Auburn,"Taylor, Gary",Men,,,
2019,Auburn,"Taylor, Gary",Women,,,
2019,Carson-Newman,"Taylor, Jordan",Men,,,
2019,Carson-Newman,"Taylor, Jordan",Women,,,
2019,USMMA,"Tedesco, Sean",Men,,,
2019,USMMA,"Tedesco, Sean",Women,,,
2019,Gardner-Webb,"Teeters, Scott",Men,,,
2019,Gardner-Webb,"Teeters, Scott",Women,,,
2019,Pierce,"Terhar, Judi",Men,,,
2019,Pierce,"Terhar, Judi",Women,,,
2019,Roanoke,"Thacker, Scott",Men,,,
2019,Roanoke,"Thacker, Scott",Women,,,
2019,George Washington,"Thomas, Brian",Men,,,
2019,George Washington,"Thomas, Brian",Women,,,
2019,Bethel (IN),"Thompson, Deb",Men,,,
2019,Bethel (IN),"Thompson, Deb",Women,,,
2019,New Mexico,"Tierney-Walker, Dorsey",Women,,,
2019,McKendree,"Tierney, James",Men,,,
2019,McKendree,"Tierney, James",Women,,,
2019,Goucher,"Till, Thomas",Men,,,
2019,Goucher,"Till, Thomas",Women,,,
2019,SUNY Cortland,"Tobin, Brian",Men,,,
2019,SUNY Cortland,"Tobin, Brian",Women,,,
2019,Grossmont,"Tran, Anhton",Men,,,
2019,Grossmont,"Tran, Anhton",Women,,,
2019,WVU Tech,"Trimpe, Trevor",Men,,,
2019,WVU Tech,"Trimpe, Trevor",Women,,,
2019,Trinity (TX),"Trompeter, Scott",Men,,,
2019,Trinity (TX),"Trompeter, Scott",Women,,,
2019,Elms,"Tyler, Bill",Men,,,
2019,Elms,"Tyler, Bill",Women,,,
2019,Harvard,"Tyrrell, Kevin",Men,,,
2019,Misericordia,"VanDerMeid, Matt",Men,,,
2019,Misericordia,"VanDerMeid, Matt",Women,,,
2019,Canisius,"Vanderzell, Scott",Men,,,
2019,Canisius,"Vanderzell, Scott",Women,,,
2019,Marist,"VanWagner, Larry",Men,9,3,
2019,Marist,"VanWagner, Larry",Women,5,7,
2019,Davenport,"Vasquez, Justin",Women,,,
2019,SUNY Maritime,"Vecchio, Peter",Men,,,
2019,SUNY Maritime,"Vecchio, Peter",Women,,,
2019,Trinity (CT),"Vega, Carlos",Men,,,
2019,Trinity (CT),"Vega, Carlos",Women,,,
2019,Ohio Northern,"Veltman, Austin",Men,,,
2019,Ohio Northern,"Veltman, Austin",Women,,,
2019,Shippensburg,"Verge, Tim",Men,,,
2019,Shippensburg,"Verge, Tim",Women,,,
2019,Indiana (PA),"Villa, Chris",Men,,,
2019,Indiana (PA),"Villa, Chris",Women,,,
2019,Mills,"Virtue, Neil",Women,,,
2019,Northern Michigan,"Voigt, Heidi",Men,,,
2019,Northern Michigan,"Voigt, Heidi",Women,,,
2019,Catholic,"Waas, Paul",Men,,,
2019,Catholic,"Waas, Paul",Women,,,
2019,Valparaiso,"Wagner, Miriam",Men,,,
2019,Valparaiso,"Wagner, Miriam",Women,,,
2019,Clarkson,"Wahl, Zack",Men,,,
2019,Clarkson,"Wahl, Zack",Women,,,
2019,Southwest Minnesota,"Wahle, Marty",Men,,,
2019,Southwest Minnesota,"Wahle, Marty",Women,,,
2019,Marin,"Wales, Victor",Men,,,
2019,Marin,"Wales, Victor",Women,,,
2019,Southern Illinois,"Walker, Rick",Men,,,
2019,Southern Illinois,"Walker, Rick",Women,,,
2019,Penn State-Behrend,"Wallace, Jennifer",Men,,,
2019,Penn State-Behrend,"Wallace, Jennifer",Women,,,
2019,Fredonia State,"Wang, Arthur",Men,,,
2019,Fredonia State,"Wang, Arthur",Women,,,
2019,George Mason,"Ward, Peter",Men,,,
2019,George Mason,"Ward, Peter",Women,,,
2019,Occidental,"Webb, Steve",Men,,,
2019,Occidental,"Webb, Steve",Women,,,
2019,Chicago,"Weber, Jason",Men,,,
2019,Chicago,"Weber, Jason",Women,,,
2019,Carthage,"Weidmann, Seth",Men,,,
2019,Chaffey,"Weiny, Breck",Men,,,
2019,Chaffey,"Weiny, Breck",Women,,,
2019,Bard,"Weitz, John",Men,,,
2019,Bard,"Weitz, John",Women,,,
2019,Urbana,"Wendall, Cassandra",Men,,,
2019,Urbana,"Wendall, Cassandra",Women,,,
2019,Army,"Wender, Mickey",Men,,,
2019,Army,"Wender, Mickey",Women,,,
2019,Coast Guard,"Westkott, John",Men,,,
2019,Coast Guard,"Westkott, John",Women,,,
2019,Rhode Island,"Westkott, Mick",Women,,,
2019,Alfred State,"Weston, R.C.",Men,,,
2019,Alfred State,"Weston, R.C.",Women,,,
2019,Nazareth,"Whitbeck, Scott",Men,,,
2019,Nazareth,"Whitbeck, Scott",Women,,,
2019,Redlands,"Whittemore, Leslie",Men,,,
2019,Redlands,"Whittemore, Leslie",Women,,,
2019,Pacific (OR),"Whittle, Beth",Men,,,
2019,Pacific (OR),"Whittle, Beth",Women,,,
2019,Birmingham Southern,"Wilcox, Toby",Men,,,
2019,Birmingham Southern,"Wilcox, Toby",Women,,,
2019,Simmons,"Williams, Mindy",Men,,,
2019,Simmons,"Williams, Mindy",Women,,,
2019,New Hampshire,"Willman, Joshua",Women,,,
2019,Anderson,"Wills, Megan",Men,,,
2019,Anderson,"Wills, Megan",Women,,,
2019,Texas Christian,"Winchester, James",Men,,,
2019,Texas Christian,"Winchester, James",Women,,,
2019,Old Dominion,"Withus, Carol",Men,,,
2019,Old Dominion,"Withus, Carol",Women,,,
2019,Houston,"Wochomurka, Ryan",Women,,,
2019,Baldwin-Wallace,"Wolff-Demaline, Laura",Men,,,
2019,Baldwin-Wallace,"Wolff-Demaline, Laura",Women,,,
2019,Immaculata,"Womelsdorf, Kathleen",Men,,,
2019,Immaculata,"Womelsdorf, Kathleen",Women,,,
2019,Colorado State,"Woodard, Woody",Women,,,
2019,Arizona Christian,"Woodbeck, Lori",Men,,,
2019,Arizona Christian,"Woodbeck, Lori",Women,,,
2019,Keene State,"Woolridge, Christopher",Men,,,
2019,Keene State,"Woolridge, Christopher",Women,,,
2019,Rochester,"Wylam, Emily",Men,,,
2019,Rochester,"Wylam, Emily",Women,,,
2019,Scranton,"Yankovich, Mark",Men,,,
2019,Scranton,"Yankovich, Mark",Women,,,
2019,Massachusetts,"Yarworth, Russ",Men,,,
2019,New Rochelle,"Yearwood, John",Men,,,
2019,New Rochelle,"Yearwood, John",Women,,,
2019,Mount Saint Mary's (MD),"Yost, Neil",Men,,,
2019,Mount Saint Mary's (MD),"Yost, Neil",Women,,,
2019,Chatham,"Yost, Rebecca",Men,,,
2019,Chatham,"Yost, Rebecca",Women,,,
2019,Ohlone,"Youhanna, Mitchell",Men,,,
2019,Ohlone,"Youhanna, Mitchell",Women,,,
2019,Davidson,"Young, John",Men,,,
2019,Davidson,"Young, John",Women,,,
2019,Franciscan,"Zedick, Chris",Men,,,
2019,Franciscan,"Zedick, Chris",Women,,,
2019,Cosumnes River,"Zenuk, Liz",Men,,,
2019,Cosumnes River,"Zenuk, Liz",Women,,,
2019,Barton,"Ziegler, Tyler",Men,,,
2019,Barton,"Ziegler, Tyler",Women,,,
2019,Saginaw Valley State,"Zimmerman, Bruce",Men,,,
2019,Saginaw Valley State,"Zimmerman, Bruce",Women,,,
2019,Saint Catherine (MN),"Zook, Justin",Women,,,
2019,Smith,,Men,,,
2019,Maryland,,Men,,,
2019,Clarion,,Men,,,
2019,Mansfield,,Men,,,
2019,Mansfield,,Women,,,
2019,La Grange,,Men,,,
2019,La Grange,,Women,,,
2019,Charleston,,Men,,,
2019,Brooklyn,,Men,,,
2019,Brooklyn,,Women,,,
2019,Bethany (WV),,Men,,,
2019,Bethany (WV),,Women,,,
2019,Colgate,,Men,,,
2019,Colgate,,Women,,,
2019,Concordia-Moorhead,,Women,,,
2019,East Stroudsburg,,Men,,,
2019,Wells,,Men,,,
2019,Wells,,Women,,,
2019,Wheeling University,,Men,,,
2019,Wheeling University,,Women,,,
2019,Darton,,Men,,,
2019,Darton,,Women,,,
2019,Cumberland,,Men,,,
2019,Cumberland,,Women,,,
2019,Notre Dame (MD),,Men,,,
2019,Notre Dame (MD),,Women,,,
2019,Metro State,,Men,,,
2019,Metro State,,Women,,,
2019,Miami (FL),,Men,,,
2019,York (NY),,Men,,,
2019,York (NY),,Women,,,
2019,South Dakota State,,Men,,,
2019,Saint Lawrence,,Men,,,
2019,Siena,,Men,,,
2019,Limestone,,Men,,,
2019,Limestone,,Women,,,
2019,Golden West,,Men,,,
2019,Golden West,,Women,,,
2019,Notre Dame (OH),,Men,,,
2019,Notre Dame (OH),,Women,,,
2019,Baruch,,Women,,,
2019,American River,,Men,,,
2019,Merced,,Men,,,
2019,Merced,,Women,,,
2019,Mt. SAC,,Men,,,
2019,Orange Coast,,Men,,,
2019,Orange Coast,,Women,,,
2019,Sierra,,Men,,,
2019,Randolph,,Men,,,
2019,Randolph,,Women,,,
2019,King (TN),,Women,,,
2019,Daytona State,,Men,,,
2019,Jamestown CC,,Men,,,
2019,Jamestown CC,,Women,,,
2019,Lake Erie,,Men,,,
2019,Lake Erie,,Women,,,
2019,John Jay,,Men,,,
2019,John Jay,,Women,,,
2019,Suffolk CC,,Men,,,
2019,Husson,,Men,,,
2019,Husson,,Women,,,
2019,Sarah Lawrence,,Women,,,
2019,Chicago State,,Men,,,
2019,Life,,Men,,,
2019,Life,,Women,,,
2019,Columbia College,,Men,,,
2019,Saint Gregory's,,Men,,,
2019,Saint Gregory's,,Women,,,
2019,Loyola (New Orleans),,Men,,,
2019,Loyola (New Orleans),,Women,,,
2019,Sioux Falls,,Men,,,
2019,University of Mary,,Women,,,
2019,Villa Maria,,Men,,,
2019,Villa Maria,,Women,,,
2019,Clovis Community College,,Women,,,
2019,George Fox,,Men,,,
2019,George Fox,,Women,,,
2019,Saint Mary (KS),,Women,,,
2019,Rio Hondo Community,,Men,,,
2019,Saint Josephs-IN,,Women,,,
2019,Salem College,,Men,,,
2019,Salem International,,Men,,,
2019,Salem International,,Women,,,
2019,Citrus,,Men,,,
2019,Citrus,,Women,,,
2020,Staten Island,"Ackalitis, Michael",Men,,,
2020,Loyola Marymount,"Adair, Bonnie",Women,,,
2020,Ball State,"Agnew, J",Men,,,
2020,Ball State,"Agnew, J",Women,,,
2020,Louisville,"Albiero, Arthur",Men,,,
2020,Louisville,"Albiero, Arthur",Women,,,
2020,Fresno Pacific,"Aleksandrowicz, Adrian",Men,,,
2020,Fresno Pacific,"Aleksandrowicz, Adrian",Women,,,
2020,Mount Holyoke,"Allen, David (Mt. Holyoke)",Men,,,
2020,Mount Holyoke,"Allen, David (Mt. Holyoke)",Women,,,
2020,DeAnza,"Altman, Danielle",Men,,,
2020,DeAnza,"Altman, Danielle",Women,,,
2020,Lynn,"Alvarez, Niki",Men,,,
2020,Lynn,"Alvarez, Niki",Women,,,
2020,Mary Washington,"Anderson, Justin",Men,,,
2020,Mary Washington,"Anderson, Justin",Women,,,
2020,Queensborough CC,"Armstrong, Daniel",Men,,,
2020,Queensborough CC,"Armstrong, Daniel",Women,,,
2020,Johns Hopkins,"Armstrong, Scott",Men,7,5,
2020,Johns Hopkins,"Armstrong, Scott",Women,9,4,
2020,Hancock College,"Ashmore, Mike",Men,,,
2020,Hancock College,"Ashmore, Mike",Women,,,
2020,Howard,"Askew, Nic",Men,,,
2020,Howard,"Askew, Nic",Women,,,
2020,Wheaton (IL),"Ayers, Jacob",Men,,,
2020,Wheaton (IL),"Ayers, Meghan",Women,,,
2020,McMurry,"Ball, Beverly",Men,,,
2020,McMurry,"Ball, Beverly",Women,,,
2020,Central Connecticut,"Ball, Bill",Men,,,
2020,Central Connecticut,"Ball, Bill",Women,,,
2020,Richmond,"Barany, Matthew",Women,,,
2020,Plymouth State,"Barbeau, Anne",Men,,,
2020,Plymouth State,"Barbeau, Anne",Women,,,
2020,RIT,"Baretela, Phil",Men,,,
2020,RIT,"Baretela, Phil",Women,,,
2020,Holy Cross,"Barlok, Jeffrey",Men,,,
2020,Holy Cross,"Barlok, Jeffrey",Women,,,
2020,Saint Marys (MN),"Bartholomew, Amber",Men,,,
2020,Saint Marys (MN),"Bartholomew, Amber",Women,,,
2020,Anderson,"Barton, Tanner",Men,,,
2020,Anderson,"Barton, Tanner",Women,,,
2020,Buffalo,"Bashor, Andy",Women,,,
2020,Georgia,"Bauerle, Jack",Men,5,1,
2020,Georgia,"Bauerle, Jack",Women,4,2,
2020,Waterloo,"Beckford-Henriques, Jacqueline",Men,,,
2020,Waterloo,"Beckford-Henriques, Jacqueline",Women,,,
2020,WPI,"Bennett, Paul",Men,,,
2020,WPI,"Bennett, Paul",Women,,,
2020,Conn College,"Benvenuti, Marc",Men,,,
2020,Conn College,"Benvenuti, Marc",Women,,,
2020,Rollins,"Berg, Kyle",Men,,,
2020,Rollins,"Berg, Kyle",Women,,,
2020,Concordia-Irvine,"Bergen, Bert",Men,,,
2020,Concordia-Irvine,"Bergen, Bert",Women,,,
2020,Wabash,"Bernhardt II, Will",Men,,,
2020,Saint Thomas (MN),"Blanchard, Scott",Men,,,
2020,Saint Thomas (MN),"Blanchard, Scott",Women,,,
2020,Rowan,"Blaschke, Elise",Women,,,
2020,Whitman,"Blomme, Jenn",Men,,,
2020,Whitman,"Blomme, Jenn",Women,,,
2020,William Peace,"Bloom, Jamie",Men,,,
2020,William Peace,"Bloom, Jamie",Women,,,
2020,Gardner-Webb,"Blum, Michael",Men,,,
2020,Gardner-Webb,"Blum, Michael",Women,,,
2020,UW-Stevens Point,"Boelk, Al",Men,,,
2020,UW-Stevens Point,"Boelk, Al",Women,,,
2020,Columbia,"Bolster, Jim",Men,,,
2020,Miami (OH),"Bonewit-Cron, Hollie",Men,,,
2020,Miami (OH),"Bonewit-Cron, Hollie",Women,,,
2020,Kenyon,"Book, Jessen",Men,,,
2020,Kenyon,"Book, Jessen",Women,,,
2020,Concordia University-Saint Paul,"Bos, Matt",Women,,,
2020,Ouachita Baptist,"Bostick, Steven",Men,,,
2020,Ouachita Baptist,"Bostick, Steven",Women,,,
2020,Michigan,"Bottom, Michael",Men,6,1,
2020,Michigan,"Bottom, Michael",Women,6,0,
2020,Arizona State,"Bowman, Bob",Men,,,
2020,Arizona State,"Bowman, Bob",Women,,,
2020,Rowan,"Bowser, Brad",Men,,,
2020,Grand Valley,"Boyce, Andrew",Men,,,
2020,Grand Valley,"Boyce, Andrew",Women,,,
2020,Caltech,"Brabson, Andy",Men,,,
2020,Caltech,"Brabson, Andy",Women,,,
2020,Hanover,"Braden, Blake",Men,,,
2020,Hanover,"Braden, Blake",Women,,,
2020,Campbellsville,"Bradstreet, Casey",Men,,,
2020,Campbellsville,"Bradstreet, Casey",Women,,,
2020,Saint Joseph's Long Island,"Brandenberger, Chris",Men,,,
2020,Saint Joseph's Long Island,"Brandenberger, Chris",Women,,,
2020,Saint Marys (MD),"Brandt, Casey",Men,,,
2020,Saint Marys (MD),"Brandt, Casey",Women,,,
2020,Drexel,"Braun, Adam",Men,,,
2020,Drexel,"Braun, Adam",Women,,,
2020,Nevada,"Bray, Brendon",Women,,,
2020,Wilmington,"Breen, Trip",Men,,,
2020,Wilmington,"Breen, Trip",Women,,,
2020,Saint Mary (KS),"Bresser, David",Men,,,
2020,Virginia Military Institute,"Bretscher, Andrew",Men,,,
2020,Virginia Military Institute,"Bretscher, Andrew",Women,,,
2020,Sequoias,"Briano, Allyson",Men,,,
2020,Sequoias,"Briano, Allyson",Women,,,
2020,Indian River,"Brinn, Sion",Men,,,
2020,Indian River,"Brinn, Sion",Women,,,
2020,Penn State-Altoona,"Brooks, Brad",Men,,,
2020,Penn State-Altoona,"Brooks, Brad",Women,,,
2020,Brigham Young,"Brooks, John",Men,,,
2020,Brigham Young,"Brooks, John",Women,,,
2020,Scranton,"Brown, Chris",Women,,,
2020,Gettysburg,"Brown, Greg",Men,8,2,0
2020,Gettysburg,"Brown, Greg",Women,10,1,0
2020,Olivet,"Brownell, Rob",Men,,,
2020,Olivet,"Brownell, Rob",Women,,,
2020,Centre,"Brownley, Dean",Men,,,
2020,Centre,"Brownley, Dean",Women,,,
2020,Bellarmine,"Brucato, John",Men,,,
2020,Bellarmine,"Brucato, John",Women,,,
2020,West Virginia Wesleyan,"Brumley, Adam",Men,,,
2020,West Virginia Wesleyan,"Brumley, Adam",Women,,,
2020,Fairfield,"Bruno, Anthony",Men,,,
2020,Fairfield,"Bruno, Anthony",Women,,,
2020,Midland,"Bubb, Ryan",Men,,,
2020,Midland,"Bubb, Ryan",Women,,,
2020,Niagara,"Bugby, Eric",Men,,,
2020,Niagara,"Bugby, Eric",Women,,,
2020,Salem,"Bullion, Robert",Men,,,
2020,Salem,"Bullion, Robert",Women,,,
2020,Southwestern Oregon,"Bullock, Sandra",Men,,,
2020,Southwestern Oregon,"Bullock, Sandra",Women,,,
2020,Texas A&M,"Bultman, Steve",Women,5,2,
2020,Cleveland State,"Burandt, Hannah",Men,3,5,
2020,Cleveland State,"Burandt, Hannah",Women,0,10,
2020,Monmouth (IL),"Burek, Thomas",Men,,,
2020,Monmouth (IL),"Burek, Thomas",Women,,,
2020,Little Rock,"Burgess, Amy",Women,,,
2020,Bowdoin,"Burnham, Brad",Men,2,4,
2020,Bowdoin,"Burnham, Brad",Women,5,1,
2020,Colby,"Burton, Tom",Men,,,
2020,Colby,"Burton, Tom",Women,,,
2020,SUNY Delhi,"Burud, Michael",Men,,,
2020,SUNY Delhi,"Burud, Michael",Women,,,
2020,Arizona,"Busch, Augie",Men,,,
2020,Arizona,"Busch, Augie",Women,,,
2020,Simpson,"Caccia, Tom",Men,,,
2020,Simpson,"Caccia, Tom",Women,,,
2020,Shawnee State,"Cadogan, Gerald",Men,,,
2020,Shawnee State,"Cadogan, Gerald",Women,,,
2020,Georgia Southern,"Caldwell, Amanda",Women,,,
2020,Bryant,"Cameron, Katie",Men,,,
2020,Bryant,"Cameron, Katie",Women,,,
2020,Merrimack,"Cammann, Erin",Men,,,
2020,Merrimack,"Cammann, Erin",Women,,,
2020,Kansas,"Campbell, Clark",Men,,,
2020,Kansas,"Campbell, Clark",Women,,,
2020,Texas,"Capitani, Carol",Women,7,0,
2020,Gustavus Adolphus,"Carlson, Jon",Men,,,
2020,Gustavus Adolphus,"Carlson, Jon",Women,,,
2020,Brandeis,"Carter, Nicole",Men,,,
2020,Brandeis,"Carter, Nicole",Women,,,
2020,Bridgewater State,"Caruso, Michael",Men,,,
2020,Bridgewater State,"Caruso, Michael",Women,,,
2020,Bates,"Casares, Peter",Men,,,
2020,Bates,"Casares, Peter",Women,,,
2020,Columbia,"Caskey, Diana",Women,,,
2020,Iona,"Cavataro, Nick",Men,,,
2020,Iona,"Cavataro, Nick",Women,,,
2020,Pace,"Chocianowski, Alexis",Men,,,
2020,Pace,"Chocianowski, Alexis",Women,,,
2020,Indiana State,"Christensen, Josh",Women,,,
2020,Frostburg State,"Christiansen, Bryan",Men,,,
2020,Frostburg State,"Christiansen, Bryan",Women,,,
2020,Carleton,"Clark, Andy",Men,,,
2020,Carleton,"Clark, Andy",Women,,,
2020,Air Force,"Clayton, Rob",Men,,,
2020,UW-Milwaukee,"Clements, Kyle",Men,,,
2020,UW-Milwaukee,"Clements, Kyle",Women,,,
2020,Warren Wilson,"Clifford, Lauren",Men,,,
2020,Warren Wilson,"Clifford, Lauren",Women,,,
2020,Northeastern,"Coates, Roy",Women,,,
2020,North Florida,"Coffey, Ian",Women,,,
2020,DePauw,"Cohen, Adam",Men,,,
2020,College of Idaho,"Colby, Greg",Men,,,
2020,College of Idaho,"Colby, Greg",Women,,,
2020,Swarthmore,"Colby, Karin",Men,5,4,
2020,Swarthmore,"Colby, Karin",Women,8,2,
2020,Duke,"Colella, Dan",Men,6,4,
2020,Duke,"Colella, Dan",Women,7,2,
2020,Missouri State,"Collins, Dave",Men,,,
2020,Missouri State,"Collins, Dave",Women,,,
2020,Southern Methodist,"Collins, Steven",Men,,,
2020,Southern Methodist,"Collins, Steven",Women,,,
2020,Cincinnati,"Commons-DiSalle, Mandy",Men,,,
2020,Cincinnati,"Commons-DiSalle, Mandy",Women,,,
2020,Jamestown CC,"Conklin, Todd",Men,,,
2020,Jamestown CC,"Conklin, Todd",Women,,,
2020,Western Connecticut,"Cook, Jill",Men,,,
2020,Western Connecticut,"Cook, Jill",Women,,,
2020,Ursuline,"Cook, Matt",Men,,,
2020,Ursuline,"Cook, Matt",Women,,,
2020,Saint Andrews,"Cooper, Taylor",Men,,,
2020,Saint Andrews,"Cooper, Taylor",Women,,,
2020,Vermont,"Cournoyer, Gerry",Women,,,
2020,Norwich,"Cournoyer, Jennifer",Men,,,
2020,Norwich,"Cournoyer, Jennifer",Women,,,
2020,UMBC,"Cradock, Chad",Men,,,
2020,UMBC,"Cradock, Chad",Women,,,
2020,Las Positas,"Craighead, Jason",Men,,,
2020,Las Positas,"Craighead, Jason",Women,,,
2020,Rose-Hulman,"Crawford, Keith",Men,,,
2020,Rose-Hulman,"Crawford, Keith",Women,,,
2020,UC Santa Cruz,"Crawford, Matt",Men,,,
2020,UC Santa Cruz,"Crawford, Matt",Women,,,
2020,Princeton,"Crispino, Matt",Men,7,3,
2020,Soka,"Crossen, Adam",Men,,,
2020,Soka,"Crossen, Adam",Women,,,
2020,UW-Oshkosh,"Culp, Christopher",Men,,,
2020,UW-Oshkosh,"Culp, Christopher",Women,,,
2020,Binghamton,"Cummiskey, Jerry",Men,,,
2020,Binghamton,"Cummiskey, Jerry",Women,,,
2020,Gallaudet,"Curran, Larry",Men,,,
2020,Gallaudet,"Curran, Larry",Women,,,
2020,Lafayette,"Dailey, Jim",Men,,,
2020,Lafayette,"Dailey, Jim",Women,,,
2020,Indiana Wesleyan,"Dalrymple, Laurissa",Women,,,
2020,Kalamazoo,"Daniels, Jay",Men,,,
2020,Kalamazoo,"Daniels, Jay",Women,,,
2020,American,"Davin, Mark",Men,,,
2020,American,"Davin, Mark",Women,,,
2020,Masters,"Davis, Byron",Women,,,
2020,Oklahoma Christian,"Davis, Josh",Men,,,
2020,Oklahoma Christian,"Davis, Josh",Women,,,
2020,Incarnate Word,"Davis, Phillip",Men,,,
2020,Incarnate Word,"Davis, Phillip",Women,,,
2020,DePauw,"Davisson, Shea",Women,,,
2020,Oberlin,"De La Pena, Alex",Men,,,
2020,Oberlin,"De La Pena, Alex",Women,,,
2020,Ozarks,"DeGeus, David",Men,,,
2020,Ozarks,"DeGeus, David",Women,,,
2020,Carthage,"DeLaRosby, Beth",Women,,,
2020,Franklin & Marshall,"Delia, Ben",Men,,,
2020,Franklin & Marshall,"Delia, Ben",Women,,,
2020,Maine Maritime Academy,"DeMuro, Tony",Men,,,
2020,Maine Maritime Academy,"DeMuro, Tony",Women,,,
2020,IUPUI,"Dennis, Damion",Men,,,
2020,IUPUI,"Dennis, Damion",Women,,,
2020,Wyoming,"Denniston, David",Men,,,
2020,Wyoming,"Denniston, David",Women,,,
2020,Florida Tech,"Dent, David",Men,,,
2020,Florida Tech,"Dent, David",Women,,,
2020,Virginia,"DeSorbo, Todd",Men,,,
2020,Virginia,"Desorbo, Todd",Women,,,
2020,Sweet Briar,"Diamond, Jerry",Men,,,
2020,Sweet Briar,"Diamond, Jerry",Women,,,
2020,Wellesley,"Dix, Bonnie",Women,,,
2020,UC San Diego,"Djordjevic, Marko",Women,,,
2020,Columbia College,"Dogruyol, Tolga",Women,,,
2020,Marymount,"Donnell, Ryan",Men,,,
2020,Marymount,"Donnell, Ryan",Women,,,
2020,Simon Fraser,"Donnelly, Liam",Men,,,
2020,Simon Fraser,"Donnelly, Liam",Women,,,
2020,Long Island University - Brooklyn,"Donovan, Matt",Men,,,
2020,Long Island University - Brooklyn,"Donovan, Matt",Women,,,
2020,Transylvania,"Doolin, David",Women,,,
